          66   7.1328864280754148E-005   9.1535216068068244E-004   5.8587809730256228E-003   5.9302842996629967E-003
          67   1.2439349994197770E-004   1.3491754232970643E-003   7.5225226054262710E-003   7.6435655563883197E-003
          68   2.5409757764527211E-004   2.1183227621596142E-003   9.7027271142839568E-003   9.9345241636381258E-003
          69   5.8284383680545467E-004   3.1383904148079328E-003   1.1947801030992525E-002   1.2366856949526281E-002
          70   9.3096809066638532E-004   1.3434469054068823E-002   9.3682739653149980E-003   1.6404762035450885E-002
          71   2.3705085059810380        8.0021042082826153        4.6602110054139390        9.5587943252339098     
          72  0.89134939332495600        12.837750634749550        17.885057174112646        22.033556572243882     
          73   5.7522582912899134        41.081907702242063        42.843094875978210        59.635076879780407     
          74   30.510830536765035        187.61805520378641        124.79751838379973        227.38923900054959     
          75   187.23661258428345        187.01490123075288        500.00000000000000        565.71381667269304     
          76   30.546360537031116        40.323713306834840        125.82542360469311        135.61386073042300     
          77   5.8819738675809869        11.531839363386482        45.089593152673146        46.911111118320832     
          78   1.4335017067138027        4.4752661214204945        21.958531750459514        22.455735361742754     
          79  0.45996483226340151        2.2126784593938784        12.950880528972331        13.146589675170492     
          80  0.18871357726644050        1.2772404994714075        8.4748227556758877        8.5726061876104236     
          81   9.2298931924041858E-002  0.80946251076301701        5.8743849126535004        5.9306109930745041     
          82   5.0549891192697718E-002  0.54470369341620606        4.2133317080547057        4.2486964456430671     
          83   2.9766029674194967E-002  0.38281206578360916        3.0850069480423996        3.1088098950727043     
          84   1.8378369177529962E-002  0.27897618228080046        2.2831980817794997        2.3002519330228117     
          85   1.1687539345177489E-002  0.21054363186357991        1.6914068934493198        1.7045006596367542     
          86   7.5245181100380160E-003  0.16507344282538292        1.2385369273164186        1.2495117367297550     
          87   4.7863736440991334E-003  0.13538230526673870       0.87854175242065158       0.88892456862117764     
          88   2.8653252854383298E-003  0.11725916650957616       0.58019550557575317       0.59193305948376940     
