          30                       NaN
          60                       NaN
          90                       NaN
          30                       NaN
          60                       NaN
          90                       NaN
         120                       NaN
         150                       NaN
          30                       NaN
          60                       NaN
          30   42729.818971157132     
          60   37516.659499668982     
          90   33000.964733551322     
         120   29056.773512502434     
         150   25599.719835201355     
         180   22568.216129033091     
         210   19910.502323805827     
         240   17581.149949905790     
         270   15539.823510054393     
         300   13751.165758908364     
         330   12183.989264371030     
         360   10810.443444852894     
         390   9606.8038984483155     
         420   8552.5040486206690     
         450   7629.1484282579650     
         480   6820.5338759825136     
         510   6112.4492362350857     
         540   5492.4201717395454     
         570   4949.5319195160055     
         600   4474.4160556005963     
         630   4059.9425011440849     
         660   3701.7993659715430     
         690   3394.0505291881818     
         720   3124.4093387256748     
         750   2884.7784445952943     
         780   2674.2033545688273     
         810   2489.8538936380151     
         840   2328.9443681588295     
         870   2188.9298581503094     
         900   2067.0188095912949     
         930   1961.1157535660170     
         960   1869.1550937965637     
         990   1789.3768951954366     
        1020   1720.2531016118605     
        1050   1660.5619896829635     
        1080   1609.1678037400800     
        1110   1565.1286199047274     
        1140   1527.5777155689689     
        1170   1495.7846935832149     
        1200   1468.9748515010713     
        1230   1446.1917848310518     
        1260   1426.0303336280490     
        1290   1407.0627392708493     
        1320   1389.2535501679981     
        1350   1374.1966886736509     
        1380   1362.7370965923019     
        1410   1353.6915414544060     
        1440   1346.2105250227094     
        1470   1340.2572162817632     
        1500   1335.4578554000873     
        1530   1331.6624705370762     
        1560   1328.7637864247147     
        1590   1326.5899534964158     
        1620   1325.0017038724736     
        1650   1323.8826846192658     
        1680   1323.0847215334247     
        1710   1322.5383493933314     
        1740   1322.1021478852344     
        1770   1321.6972414287015     
        1800   1321.2550740901258     
        1830   1320.7929813314749     
        1860   1320.5033952599997     
        1890   1320.7620207778168     
        1920   1321.8523026007572     
        1950   1323.5507087431065     
        1980   1325.2492611741304     
        2010   1326.6347404435692     
        2040   1327.8566954975147     
        2070   1329.0562804002029     
        2100   1330.1520325035001     
        2130   1331.1819145545903     
        2160   1332.1856222793574     
        2190   1333.1514770257113     
        2220   1334.0699604198417     
        2250   1334.9620247035907     
        2280   1335.8397380957995     
        2310   1336.7251195142164     
        2340   1337.6393911724699     
        2370   1338.6388575012284     
        2400   1339.7571917358437     
        2430   1341.0383574097732     
        2460   1342.4376916262456     
        2490   1343.8331698137404     
        2520   1345.0328112579755     
        2550   1345.9249032335322     
        2580   1346.5849690226407     
        2610   1347.1898469600046     
        2640   1347.8531755677968     
        2670   1348.5780362729959     
        2700   1349.3117011255697     
        2730   1350.0510822830054     
        2760   1350.8073005663014     
        2790   1351.5677405970214     
        2820   1352.3588992245418     
        2850   1353.1503869195114     
        2880   1353.9697170115944     
        2910   1354.7827025534041     
        2940   1355.5919939013318     
        2970   1356.3700815468237     
        3000   1357.0879283510958     
          30   42729.818971157132     
          60   37516.659499668982     
          90   33000.964733551322     
         120   29056.773512502434     
          30   7446.8761176934777     
          60   6538.3360304466414     
          90   5751.3488438781051     
         120   5063.9622721234291     
         150   4461.4731592700182     
         180   3933.1481332476787     
          30   7446.8761176934777     
          60   6538.3360304466414     
          30   7446.8761176934777     
          60   6538.3360304466414     
          30   7446.8761176934777     
          60   6538.3360304466414     
          90   5751.3488438781051     
         120   5063.9622721234291     
         150   4461.4731592700182     
         180   3933.1481332476787     
         210   3469.9665415618833     
         240   3064.0111917668983     
          30   7446.8761176934777     
          60   6538.3360304466414     
          90   5751.3488438781051     
         120   5063.9622721234291     
         150   4461.4731592700182     
         180   3933.1481332476787     
         210   3469.9665415618833     
         240   3064.0111917668983     
