 868
  0.1332859500E-01 -0.2499111590E+00 -0.5000000002E-09  0.0000000000E+00       2       1       2       0       0       0       0
  0.3722831341E-01  0.2486140525E+00  0.1856248850E-01  0.0000000000E+00       2       3       4       0       0       0       0
  0.3722831461E-01  0.2431009965E+00  0.5527584000E-01  0.0000000000E+00       2      -3       5       0       0       0       0
  0.3741565526E-01  0.2321564895E+00  0.9084812350E-01  0.0000000000E+00       2      -5       6       0       0       0       0
  0.3764318520E-01  0.2159337730E+00  0.1245726830E+00  0.0000000000E+00       2      -6       7       0       0       0       0
  0.3764318576E-01  0.1947819150E+00  0.1555819825E+00  0.0000000000E+00       2      -7       8       0       0       0       0
  0.3799589108E-01  0.1690753100E+00  0.1831737365E+00  0.0000000000E+00       2      -8       9       0       0       0       0
  0.3799589151E-01  0.1393636760E+00  0.2066805360E+00  0.0000000000E+00       2      -9      10       0       0       0       0
  0.3813395653E-01  0.1063682020E+00  0.2254379205E+00  0.0000000000E+00       2     -10      11       0       0       0       0
  0.3811690802E-01  0.7085191450E-01  0.2389911745E+00  0.0000000000E+00       2     -11      12       0       0       0       0
  0.3811690746E-01  0.3369600800E-01  0.2469845225E+00  0.0000000000E+00       2     -12      13       0       0       0       0
  0.3806307727E-01 -0.4216332000E-02  0.2492388875E+00  0.0000000000E+00       2     -13      14       0       0       0       0
  0.3806307862E-01 -0.4200454450E-01  0.2457100295E+00  0.0000000000E+00       2     -14      15       0       0       0       0
  0.3799659127E-01 -0.7878832300E-01  0.2364983400E+00  0.0000000000E+00       2     -15      16       0       0       0       0
  0.3762425726E-01 -0.1135596455E+00  0.2219241105E+00  0.0000000000E+00       2     -16      17       0       0       0       0
  0.3762425731E-01 -0.1455778460E+00  0.2023689565E+00  0.0000000000E+00       2     -17      18       0       0       0       0
  0.3644057747E-01 -0.1739058720E+00  0.1786750365E+00  0.0000000000E+00       2     -18      19       0       0       0       0
  0.3644057652E-01 -0.1980332385E+00  0.1514954045E+00  0.0000000000E+00       2     -19      20       0       0       0       0
  0.3509724078E-01 -0.2176681345E+00  0.1217071455E+00  0.0000000000E+00       2     -20      21       0       0       0       0
  0.3460649502E-01 -0.2324946070E+00  0.9025993300E-01  0.0000000000E+00       2     -21      22       0       0       0       0
  0.3427119622E-01 -0.2427041610E+00  0.5745486450E-01  0.0000000000E+00       2     -22      23       0       0       0       0
  0.3427119562E-01 -0.2482813485E+00  0.2372221100E-01  0.0000000000E+00       2      -1     -23       0       0       0       0
  0.3715830156E-01 -0.2480370115E+00 -0.2514868100E-01  0.0000000000E+00       2      -2      24       0       0       0       0
  0.3715830161E-01 -0.2415696230E+00 -0.6163548000E-01  0.0000000000E+00       2     -24      25       0       0       0       0
  0.3711853542E-01 -0.2297746010E+00 -0.9674288850E-01  0.0000000000E+00       2     -25      26       0       0       0       0
  0.3665846066E-01 -0.2130518965E+00 -0.1295103425E+00  0.0000000000E+00       2     -26      27       0       0       0       0
  0.3665845850E-01 -0.1918219415E+00 -0.1592745495E+00  0.0000000000E+00       2     -27      28       0       0       0       0
  0.3514904163E-01 -0.1670649560E+00 -0.1851497685E+00  0.0000000000E+00       2     -28      29       0       0       0       0
  0.3514904075E-01 -0.1394467995E+00 -0.2067503965E+00  0.0000000000E+00       2     -29      30       0       0       0       0
  0.3339876255E-01 -0.1098848755E+00 -0.2239340190E+00  0.0000000000E+00       2     -30      31       0       0       0       0
  0.3272974181E-01 -0.7937885850E-01 -0.2364977545E+00  0.0000000000E+00       2     -31      32       0       0       0       0
  0.3226776622E-01 -0.4803253200E-01 -0.2448113025E+00  0.0000000000E+00       2     -32      33       0       0       0       0
  0.3226776604E-01 -0.1610025050E-01 -0.2489587915E+00  0.0000000000E+00       2     -33      34       0       0       0       0
  0.3739363349E-01  0.1864445650E-01 -0.2486017160E+00  0.0000000000E+00       2     -34      35       0       0       0       0
  0.3739363307E-01  0.5551624550E-01 -0.2430398640E+00  0.0000000000E+00       2     -35      36       0       0       0       0
  0.3727714125E-01  0.9109337300E-01 -0.2320659415E+00  0.0000000000E+00       2     -36      37       0       0       0       0
  0.3687457995E-01  0.1244205240E+00 -0.2160546220E+00  0.0000000000E+00       2     -37      38       0       0       0       0
  0.3687457958E-01  0.1548480050E+00 -0.1954025635E+00  0.0000000000E+00       2     -38      39       0       0       0       0
  0.3566297612E-01  0.1815239405E+00 -0.1709710415E+00  0.0000000000E+00       2     -39      40       0       0       0       0
  0.3566297526E-01  0.2040042000E+00 -0.1434026650E+00  0.0000000000E+00       2     -40      41       0       0       0       0
  0.3433121547E-01  0.2220723780E+00 -0.1135306165E+00  0.0000000000E+00       2     -41      42       0       0       0       0
  0.3385001728E-01  0.2354685040E+00 -0.8226863250E-01  0.0000000000E+00       2     -42      43       0       0       0       0
