 870
 -0.2499111590E+00 -0.6664298000E-02  0.0000000000E+00
 -0.2499111590E+00  0.6664297000E-02  0.0000000000E+00
  0.0000000000E+00 -0.2500000000E+00  0.0000000000E+00
  0.2500000000E+00  0.0000000000E+00  0.0000000000E+00
  0.1481248400E-01  0.2495607950E+00  0.0000000000E+00
  0.1830353750E+00  0.1702881430E+00  0.0000000000E+00
  0.2389738880E+00  0.7342670300E-01  0.0000000000E+00
  0.2472281050E+00  0.3712497700E-01  0.0000000000E+00
  0.2253390910E+00  0.1082695440E+00  0.0000000000E+00
  0.2065284550E+00  0.1408758220E+00  0.0000000000E+00
  0.1236121070E+00  0.2173017420E+00  0.0000000000E+00
  0.1551152450E+00  0.1960593300E+00  0.0000000000E+00
  0.8912429700E-01  0.2335740990E+00  0.0000000000E+00
  0.5257953200E-01  0.2444082500E+00  0.0000000000E+00
 -0.1608491060E+00  0.1913832930E+00  0.0000000000E+00
 -0.6076394100E-01  0.2425030790E+00  0.0000000000E+00
 -0.2324514800E-01  0.2489169800E+00  0.0000000000E+00
 -0.9681270500E-01  0.2304936010E+00  0.0000000000E+00
 -0.1303065860E+00  0.2133546200E+00  0.0000000000E+00
 -0.2091038390E+00  0.1370240290E+00  0.0000000000E+00
 -0.1869626380E+00  0.1659667800E+00  0.0000000000E+00
 -0.2262324300E+00  0.1063902620E+00  0.0000000000E+00
 -0.2387567840E+00  0.7412960400E-01  0.0000000000E+00
 -0.2466515380E+00  0.4078012500E-01  0.0000000000E+00
 -0.1801129100E+00 -0.1733762950E+00  0.0000000000E+00
 -0.2369763820E+00 -0.7963789600E-01  0.0000000000E+00
 -0.2461628640E+00 -0.4363306400E-01  0.0000000000E+00
 -0.2225728200E+00 -0.1138478810E+00  0.0000000000E+00
 -0.2035309730E+00 -0.1451728040E+00  0.0000000000E+00
 -0.1248765970E+00 -0.2165775510E+00  0.0000000000E+00
 -0.1540170020E+00 -0.1969232420E+00  0.0000000000E+00
 -0.9489315400E-01 -0.2312904870E+00  0.0000000000E+00
 -0.6386456300E-01 -0.2417050220E+00  0.0000000000E+00
 -0.3220050100E-01 -0.2479175830E+00  0.0000000000E+00
  0.1692981300E+00 -0.1839514700E+00  0.0000000000E+00
  0.7374357800E-01 -0.2388762960E+00  0.0000000000E+00
  0.3728891300E-01 -0.2472034320E+00  0.0000000000E+00
  0.1084431680E+00 -0.2252555870E+00  0.0000000000E+00
  0.1403978800E+00 -0.2068536570E+00  0.0000000000E+00
  0.2142586490E+00 -0.1288147170E+00  0.0000000000E+00
  0.1937497510E+00 -0.1579906130E+00  0.0000000000E+00
  0.2298861070E+00 -0.9824651600E-01  0.0000000000E+00
  0.2410509010E+00 -0.6629074900E-01  0.0000000000E+00
  0.2477526240E+00 -0.3344603800E-01  0.0000000000E+00
 -0.2499111590E+00 -0.6664298000E-02  0.2200000000E+00
 -0.2499111590E+00  0.6664297000E-02  0.2200000000E+00
  0.0000000000E+00 -0.2500000000E+00  0.2200000000E+00
  0.2500000000E+00  0.0000000000E+00  0.2200000000E+00
  0.1481248400E-01  0.2495607950E+00  0.2200000000E+00
  0.1830353750E+00  0.1702881430E+00  0.2200000000E+00
  0.2389738880E+00  0.7342670300E-01  0.2200000000E+00
  0.2472281050E+00  0.3712497700E-01  0.2200000000E+00
  0.2253390910E+00  0.1082695440E+00  0.2200000000E+00
  0.2065284550E+00  0.1408758220E+00  0.2200000000E+00
  0.1236121070E+00  0.2173017420E+00  0.2200000000E+00
  0.1551152450E+00  0.1960593300E+00  0.2200000000E+00
  0.8912429700E-01  0.2335740990E+00  0.2200000000E+00
